digest,txId,sender,recipient,timestamp,gasPrice,accountNonce,value,commitTime,Broadcast,Monoxide_d1,Monoxide_d2,LBF_d1,LBF_d2,Proposed_d1,Proposed_d2
2bea88befb4c02a15cf0d1e8d60a91672506152e05ca2498299ddc99aead342d,1858,0x7fdf07a0f977e4032c1f082df831423abf58d13d,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114138,11.0,11,1.37868628e+18,1627488150878,4,8,13,1,7,9,15
9cb165b11c251b51ae5f3047c40764002e91dc4a7bc4b6a4639295eae912d104,1859,0xf18446bcc37b179f7ccc3de19387269ce04023f1,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114138,11.0,11,1.18434863e+18,1627488150883,4,1,8,1,7,13,15
580963e705bb7284821aa287e8018f1eb9987ce5c5d5519af16d9b021119855d,1860,0x2b176421eebbf303fa94ad4fe78362fa9e4ca693,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114138,11.0,11,8.98274041e+18,1627488150889,4,3,8,1,7,11,15
af2a2d1add90f8a596d3bd6f32a5479f496bbef6bc713278c84e73def2129e15,1861,0x0d62e666d681e8be96903ac4abd3537f28c6125a,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114138,11.0,11,5.36403876e+18,1627488150894,4,8,10,1,7,11,15
2cc53cf4a84f526f9eb1e0b33fb6a92afcd67f08340795ce58bfe2f3b7953680,1862,0x972ad000397a3c903299f1353d6d4b85ee4e4e2a,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114138,11.0,11,1.005811222e+19,1627488150899,4,8,10,1,5,10,15
eb7e64343510d5f61c79b7f08cb22d3c49483d4a2320b21fe9fa9af80f1055e1,1863,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0x1cac89419da71ac175a5b99cee0163720430990c,1627488114139,11.0,11,9.24544940111e+18,1627488150905,4,5,12,2,7,5,9
364897ada11fe70fcbc6e412c63efd93717f3dd3060d9c55d6999f6f5436b8d0,1864,0xf928b4834e4e886e04630af5b4ea8ebf46fb205b,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114139,11.0,11,1.258523419e+19,1627488150912,4,8,11,1,7,9,15
a16e59ecdaef8d64578aa78e67541100e89e4a40c74191c951b87f996d49a924,1865,0xe512429ab3036301dc4c56f9a4c9991dcbb6b496,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114139,11.0,11,1.13254988e+18,1627488150917,4,6,8,1,8,10,15
b3623e1d1d5b2064f90e71047adfbef4817ddcbea459aae3b36e5b2674e76cf2,1866,0xd99b25c518320820d3c5ae9f47378da32ded5f00,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114139,11.0,11,5.74230552e+18,1627488150924,4,0,8,1,7,13,15
2ff9ae69dd1323f3deec0469aa3a86bf010fc6eebb3b2094d579d10670e564f8,1867,0x164d6c84c4d54aa3e22a5b2b72cfb968ede862c5,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114139,11.0,11,1.192181664e+19,1627488150930,4,5,8,1,7,6,15
a95b372587f2e275a0062831a2c1e53550603e18e318dcb8844d6be5ca21ffc4,1868,0x1d06b86ebbfd6ba717b6d14c0136de1d88aa5989,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114139,11.0,11,5.8283681e+17,1627488150935,4,8,9,1,6,11,15
9f4cfdb942572f8ce132098bf659efa70cf2c13336279bef6aa8444d5984fc79,1869,0x4369bf4867c99a39513bb176d468a7e326f3a542,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114139,11.0,11,3.8039865e+18,1627488150941,4,2,8,1,7,10,15
98efb8e3a38afcdd1aa5522d856d3aeb5b03e144cc6a0afffa5dfbc3b0ef2849,1870,0x6cb5e8313a5b29adb14ae1884d3ece4489d02d77,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114139,11.0,11,7.65796571e+18,1627488150947,4,7,8,1,6,13,15
ceea82ea3d7fb043020bbd91d289b7191b624b08f7dd8842e17802ba3e6ee503,1871,0x46b29910396e1cf71678f81101334a180876e9b1,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114139,11.0,11,3.0484878e+18,1627488150952,4,1,8,1,8,10,15
6a98b6645708dbecd95b8bc057d0b6175b6f18d95f1b26f1729922bfe02d0089,1872,0x8263b7757b139904c7cd8511b3d0a6d1479848ba,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114139,11.0,11,2.3442703e+18,1627488150958,4,8,10,1,7,11,15
ca431f3ffe344ee0e38ec581849bdc1a522aa89c311120215b4cf82c0197ce38,1873,0x022a006fcc619ebf387f413ef06932babd47ae0e,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114139,11.0,11,6.37590945e+18,1627488150963,4,8,14,1,6,8,15
18e6b02531139dbacd08a050384b668a07fe5a6486471b5985aede3994bb3a07,1874,0x13e159a44204140e075fc4994aaf34d46408cc5d,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114139,11.0,11,4.386140091e+19,1627488150969,4,8,13,1,9,5,15
11132d3afafc3eb6b3bbf87b1f008d420d514b6221170c12ad6c56dc38cbcae4,1875,0x9ddd75762f6d7aba204ce1a413e6a2230f238f76,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114140,11.0,11,1.43616223e+18,1627488150974,4,6,8,1,9,14,15
8dec99665a1633dcba3dd61d40c05fdd3f4961d9cdbc8188e4f36b1fbc4b3cfa,1876,0xccc71f867bea3f961abfd4efd98a77fabd50cc20,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114140,11.0,11,2.659436483e+19,1627488150985,4,0,8,1,9,9,15
e2f3d96594e0fa95fe92e54757d146b90d53d0c8177b0442ef2b3263acb54320,1877,0x1df99e975f2e6c2e6945cda3a377552cb582caf6,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114140,11.0,11,5.73856269e+18,1627488150990,4,6,8,1,6,11,15
e53c2b7802f60afaa9b187c2d252cbbc63775a8a865455055d332d7963eb41ba,1878,0xdc41bfacfaaf8b0f0949ab5a3f18f47063ae62fb,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114140,11.0,11,5.20280015e+18,1627488150996,4,8,11,1,6,11,15
19aa179a8fc571ab70fe28204205760be899898b180079cde39b32e6a6137e80,1879,0x93b3437645a67059e280a3317a93c57e2f4788ea,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114140,11.0,11,8.81862015e+18,1627488151001,4,8,10,1,7,10,15
55659f89c3894a0aa6f44958e35cabf9338a5a818d6ede5f61ff403c334b6a7a,1880,0xfac1b5968b6cc27786d1a28c3e360b8c421569b9,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114140,11.0,11,9.5532048e+17,1627488151006,4,8,9,1,8,13,15
5402a1e2c05e7622be49941faab7d2b243ecec85808994e36af412a1238c4a49,1881,0x94b20d3d932aa82ad71b86b904a3d769689351b4,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114140,11.0,11,7.61280579e+18,1627488151012,4,4,8,1,7,11,15
53fd41db06c7cf414c537ae07ff4e0d84b360ff12cc10c13fc4efa08eb2dfcd1,1882,0x7550e0d09f273c690454b44f794d7d381b2e55ea,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114140,11.0,11,1.54043575e+18,1627488151017,4,8,10,1,7,11,15
f5e4a412bfa3eba287b182c39aa791a5471988e1e1dff987781b0d43817c9f89,1885,0x1dcb8d1f0fcc8cbc8c2d76528e877f915e299fbe,0x7c5080988c6d91d090c23d54740f856c69450b29,1627488114141,11.0,11,2.286117e+16,1627488151022,4,9,14,2,2,3,3
7f36fc03a4ccd54c954112fa6f1d573c6a0d2ec791b719a13d882b0b49913839,1889,0x351fb77bc847f9b5bb8a8f242ab723c5b7d775b8,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114141,11.0,11,1.12773317e+18,1627488151028,4,8,8,1,9,14,15
41191bdb0dcdcb9737dab259ce74fbf02bb062b046997ea63b06b465d775065c,1890,0x463eaddda71f29f36365f889ea7e6fcdbe1cf0c8,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114141,11.0,11,2.420663432e+19,1627488151060,4,8,8,1,7,11,15
e05a2d88c33a52c7a11c53a64f4a74ae71ef2abf2221cb086f08cc61410338f8,1891,0xc7b53239e3b972dc91b7e8840be35cf20bfce15c,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114141,11.0,11,4.7898955e+17,1627488151065,4,8,12,1,9,5,15
239e2bd610b26b39b54887ff3f3e371c9afa22b4b760c194652d7ca38921c39b,1892,0xb9a0a0410aa5e26bfa66cc3acaf0a6fc61df5588,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114141,11.0,11,1.48330546e+18,1627488151071,4,8,8,1,7,12,15
cf5593c8543ac1784f6f0d57acbe5aad2322603d8e869f7da672fb4b43b5453f,1893,0x3a3e78131aa0d6192896c7d0d13924b144e79e4d,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114141,11.0,11,2.36761259e+18,1627488151076,4,8,13,1,8,6,15
433b84a5a92309ef7aebefdaaaaf3fd59f8fcefac352ca536f3283309d2908de,1894,0x04a6c6a293340fc3f2244d097b0cfd84d5317ba5,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114141,11.0,11,1.248509986e+19,1627488151082,4,5,8,1,8,9,15
0941a6798dd5b190004f9e524efe637c85760bc2dac102ac907e71d46ce409ad,1895,0x2637e8641e6ef9c8951adf3e0c7058e76d766cba,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114141,11.0,11,5.99096456e+18,1627488151087,4,8,10,1,8,11,15
b8b1744dd6187ca38d85ea97ed60c1edc22bfa2c758050c75ec8f3bc28ed9f6e,1896,0xe535c1c29f0091324f184de7a5be5520d1b0b008,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114142,11.0,11,5.14433982e+18,1627488151092,4,8,8,1,7,13,15
ec2b82581d17dd2ba61914293cfcdb3c6be11016636f3a24a91ee912518f5eb3,1897,0x78ff59159fafb4a337fd158fcf8d9603a7c6f03a,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114142,11.0,11,1.29643116e+18,1627488151098,4,8,10,1,9,14,15
c7de7373da0426e1281eb4def887b20934cc7510775295cd4b3da20add2532a5,1898,0x8710908977f5faa8ff9bc8cf3c0a928bf83aa873,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114142,11.0,11,2.66327472e+18,1627488151103,4,3,8,1,8,13,15
a652fe11432e30140baecff50514bfe16381ea117dd751a85b93c1b2e88c21c7,1899,0x090d50347263c6e24312c2a4f42c456f4acc40ca,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114142,11.0,11,6.1486165e+17,1627488151109,4,8,10,1,8,11,15
48c3cf86593a4db221bd1d0302c7c9ac55c04385369aa2080abce7b2a570a96e,1900,0xcaebb08fe829ed1af204ade8bb4428525751fccf,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114142,11.0,11,7.3263157e+17,1627488151114,4,8,15,1,11,5,15
1e134467e7e06b9bb3fb762028b3bbc17931935287b6012b0da35150a135fd71,1901,0x5d9067970755043ff5ce7fa2cd21c12f3646bc55,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114142,11.0,11,7.98335391e+18,1627488151119,4,5,8,1,8,7,15
1270fe26cd113b3798bd2f44b09bfaa14d4c66a8f16d4cae03fda26f11f9d28b,1902,0x0a38f5ba343d4ea8641f955ecf98e1c43df1b5a3,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114142,11.0,11,1.98796179e+18,1627488151125,4,3,8,1,7,9,15
c22fa49c7888be9a3494da4e8ccd66d4ee2162c53c86178080e4a65f6683a1bb,1903,0xa5b56b38c8d7f7c8883ccb68aec80413eccf72e4,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114142,11.0,11,2.60852629e+18,1627488151130,4,4,8,1,9,11,15
bbd056dca2a1ef1777fedc80824ea65915ac5bb543ac456ada2604ebd57abb90,1904,0x7001c4730b81a539ef8b760a3eeb14c64515137b,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114142,11.0,11,3.09472051e+18,1627488151135,4,8,11,1,7,1,15
ea729d2b4dea4a46389869b1cf6701eb0876d3e9dc131d9daab262069404de17,1905,0xb9ee81c1a5cde84454dc603a8000836118627cfd,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114142,11.0,11,4.043098145e+19,1627488151141,4,8,13,1,7,1,15
b0d1f8fd654379f015cefa474a47c329f8ecda215f6eb54a573c92b8041fbfc4,1906,0x0530cf3114c1a5b096e5547a942330ec2276ba22,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114143,11.0,11,5.6167113e+17,1627488151146,4,2,8,1,10,5,15
5eadea35e5757d267ce045261b4752e7c19fa6d0ea52c1c2c664068b5ac2b08b,1907,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0xf97e4688e66cd658f9666d93fd97f779b80218a0,1627488114143,11.0,11,1.2993706445e+18,1627488151166,4,0,5,2,8,5,12
c474ad3b803897abeea857cc127a6bf5bf0d86012f2184dad4ec276b6914064e,1908,0x3b01ebd2419f6d39db6ab4471e6382848716641f,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114143,11.0,11,1.496326392e+19,1627488151170,4,8,15,1,7,9,15
7d185c3a8fe85cff0b6e09fef4491c167e30d3efcd535d6749b3fc27a0adce61,1909,0xa09bacc79ce30d9d4380719034545b08e0d656df,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114143,11.0,11,7.07738894e+18,1627488151207,4,8,15,1,3,8,15
7cf4c7b1f1c754762bd397b49f9824b548a6001a60d9da78e5086a76965f4856,1910,0xf0c896db24137eda6ec88cf1a95217f8604ae55e,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114143,11.0,11,9.83866268e+18,1627488151215,4,8,14,1,8,5,15
a35f17c6cc8bcde652e3b36b7d899e97854f4f31e2add1344a77594c06a821c7,1911,0xa971748c4c493bc96c7d490e1789481e1e96bb10,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114143,11.0,11,9.57404614e+18,1627488151221,4,0,8,1,7,10,15
fc26473a40caae346219cd81bc32a4143088a8480569d2487aed2092d9c887ad,1912,0x608f4b86321a68453f9adf6f06f7fc3e621739ad,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114143,11.0,11,6.51401587e+18,1627488151226,4,8,13,1,5,3,3
33fe9bef2c04301b2ab0bec8df954ebf209e55185a0bcf50aab21c455c1b3645,1913,0x10a3287dc19d160c0ef7dae4e51670b0394ef951,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114143,11.0,11,9.53194697e+18,1627488151232,4,1,8,1,8,11,15
fbdd9356b3a13554d64815a36e9f24fa9a22ba8fd1717b5a48c1d4948d0e7cf2,1914,0x6d84df1cfad609eac476cbc2553390bfc23cf6fc,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114143,11.0,11,1.0636705963e+20,1627488151237,4,8,12,1,7,5,15
89313cce6ad038a14df44349a97554d8f03ee78af7a61a1eeeae9cc54b78a764,1915,0x7e4252d3d1881b358f2c1fc2264ce4c27b83683d,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114144,11.0,11,2.27509364e+18,1627488151242,4,8,13,1,8,10,15
6ce95ee1ca9d725ffd34198d736d0414dad5338f9646796aa6084332a2598103,1918,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0x383ad663afd1716301fc92d469d9985b97cfbcb0,1627488114144,11.0,11,6.16761396135e+18,1627488151248,4,0,5,2,8,5,9
8d720854e24bed2c84c7310d9da9d4191cec792f750c5a4cc457cdaa30ef4a3f,1919,0x6ee8aad7e0a065d8852d7c3b9a6e5fdc4bf50c00,0xe85e34f0dbcec14908203c5d7695fd17e0578ab5,1627488114144,11.0,11,7.9e+15,1627488151255,4,0,5,0,5,0,5
5227486424389d3c0d522e57bdd9266375c0bc7bbdcb725da7774d539e2d1342,1920,0x9cf18b3eb373c383a42d06136ba331d766ed9fbb,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114144,11.0,11,7.33641014e+18,1627488151261,4,8,11,1,8,9,15
48f7e99949e18aab82fe527cebc0fe7fbdd2cdf698c5a775289c81a621b5da23,1921,0x69c2ae4ed74e215327646b2629ef80b2344fc946,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114144,11.0,11,4.2607588e+17,1627488151267,4,6,8,1,9,5,15
bbc962f6641e82734f8e70f806ca2a7d35aedca904abb63ad43d8942ced25655,1922,0x1463cef3d9007db05b7c3b8981d38602ee0d855a,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114144,11.0,11,6.93734195e+18,1627488151273,4,8,10,1,8,11,15
1e436a4fbef4279116aa1f0a7386f306dbe1d0df46755da0323eaec66da4dc3f,1923,0x52191276589069f70f0e46bccc718d793d1aa1d0,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114144,11.0,11,1.198460644e+19,1627488151278,4,0,8,1,6,8,15
a85c89ce99429655f8c131da447388888374996bdf69a69d2acb7330d4a2a5fb,1924,0x237b555850be6bff53a0698146371a2f5890a030,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114144,11.0,11,1.46609215e+18,1627488151283,4,0,8,1,7,14,15
527cdacfedf66f4aae6be479eb55da3dddfe13212f45f18a55e77d360a832d31,1925,0x1cac89419da71ac175a5b99cee0163720430990c,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114144,11.0,11,9.24422706e+18,1627488151289,4,8,12,1,7,9,15
2d20750ed31981e570f8ff4b6701d182141b0c1a5dab2b7303356c16d71b4516,1926,0x0d81fd2bb264d9ee0f432599b443ae1b691f6134,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114145,11.0,11,4.13311909e+18,1627488151294,4,4,8,1,7,10,15
b2820e475ec3a634c3d9e3e6e4c7b19d46ab034225ba24c7751e6d1d4c708d20,1927,0x097738363b1662599ad0777e19461601f5ec8df9,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114145,11.0,11,3.788556458e+19,1627488151300,4,8,9,1,7,1,15
d514b982adba7e9e30f38589f5d93d47ba2effc1fe018e87e0604eac0de60269,1928,0xecdf9d571849de520c84ebed7ac4551e483ea5b3,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114145,11.0,11,1.10640598e+18,1627488151305,4,3,8,1,7,10,15
f89548e36f19bcb370672c4c0d88af841fecb8881eafb632068148e8b4f5644a,1930,0xfc8bc4ed86df73001ce6082f3db914d7c7a9a6cc,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114145,11.0,11,2.53825908e+18,1627488151339,4,8,12,1,6,11,15
11474461f67e33a37227d42fe74e21932bf1c48794ce790a2f9e3c5e48819b85,1931,0xa61ff394e3846f8bfbbf8801afb051730b04ee75,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114145,11.0,11,1.067914043e+19,1627488151345,4,5,8,1,7,8,15
ee34f4d488dadee31d27e6bffa68ddba0521fcaee8ae925d385aadcc0b2000da,1932,0xa4fba5c740c8141d6c4469ed292bfcc8ccac774f,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114145,11.0,11,5.7090924e+17,1627488151351,4,8,15,1,8,5,15
bdb920ebf879cc47ea89f1f99f5722b15c93fe2ec8e5331ab878dcd361e6443f,1937,0xd671e71108bd20f1a8e2a4f73a7449bf8daa840f,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114146,11.0,11,1.58162334e+18,1627488151357,4,8,15,1,7,11,15
d77e7d1598443dcedfea6915ee58852824dcf4b34ee844196fe7e880ca9ea0a1,1938,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0xacab9a83f47d28fdc1d12772a0b571f80444b5dd,1627488114146,11.0,11,1.07662022901e+17,1627488151362,4,5,13,2,5,5,6
3c027f7165f6889858ff5a88e97543f7f2b0364ffcaf2104fe9266cb7f990573,1940,0x4a29df8a7967b36664f256f18dacf2e58e9f1e7e,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114146,11.0,11,5.93094144e+18,1627488151370,4,8,14,1,7,1,15
da8a17ef57dc6021fd6af0b05f1a3e7297fce3fd4e2d58afb84415c48d142f63,1941,0xbc8405a1c3b4f67a4ba6c70c91ef1f0152b6d3ab,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114146,11.0,11,1.57745178e+18,1627488151374,4,8,11,1,8,11,15
e39e109aa486db941947e9ae00d18329ba1b57fe0a9e617824c8299ae43af750,1942,0x4fb3517db2e2086fc2dc2c5d32e982cfa9c4706f,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114146,11.0,11,1.4189249e+17,1627488151379,4,8,15,1,9,7,15
f722dfbe2c61acd8f808d7fc3f1613405feca47aad8adb545bb890a8a6c1de6f,1943,0x263d845a19110802000139cbb7a4bbf2b2b8d6c0,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114146,11.0,11,4.85312544e+18,1627488151384,4,0,8,1,7,10,15
bcd0a7e499475db15bc7fb9c57045df7b3b750ad9865e5b6c2ec5ab8acfaf1be,1944,0x0dbad90c967bffea4d6b589c0d2af50a0ea16304,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114146,11.0,11,4.539222202e+19,1627488151388,4,4,8,1,7,6,15
b4c9ef1c2bb13981b772a0dec0a675d5b571e36d1fd1449798065f6dfd144a73,1945,0x7c197542a77e913547d2e58e8d3c6f224f6f0f98,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114146,11.0,11,4.14598704e+18,1627488151392,4,8,8,1,8,11,15
2c9a1741f77ae94051681e60b93c90332516e166dbc88842080d12c14d2e2cf9,1946,0x569dd5eb83f3cec4ad32bbcf28b0d07a98704105,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114146,11.0,11,5.31209635e+18,1627488151397,4,5,8,1,5,2,15
d10bb0659c538de1b59e5fe207153d9d4470f4907a389cd3aa64c5f36db43d04,1947,0x4ec3c2a5775fbf9a1b95b594211a0dc63f45d5be,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114146,11.0,11,3.43629366e+18,1627488151401,4,8,14,1,9,7,15
bf98bfb9635e4d34b87ce286070c79002fb15787cafa7f27ab070d2f8090fdc8,1948,0xfc8b1b712e10a89e87176215aed8352b323b7265,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114146,11.0,11,2.03299991e+18,1627488151406,4,5,8,1,8,5,15
8426664f1343ef5bfbc01a5fd148f8654a8921f8c52c1a0a29b7de0df5b84e3e,1949,0xe21812b7c0bd57f6922b6a5670bdaec864beef6b,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114147,11.0,11,2.77380549e+18,1627488151410,4,8,11,1,8,14,15
59747f3f4b693d1c5b8568c88d0baa3ce801b59c4bef4561d524e8b1f12f7ec1,1950,0xfa9f15f96e3244897308a95163a62861685e8917,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114147,11.0,11,1.844275079e+19,1627488151415,4,7,8,1,8,9,15
5f4230b8f0ffc7edcda1fd2134d0b5a361adb6256c98921283c852cda5449b7f,1951,0x59cc965f1643a68ad7a4272ff1654d4af4343ea7,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114147,11.0,11,8.28806252e+18,1627488151419,4,7,8,1,7,13,15
5611c74f2671121f6f439bb952f0c43add152bdb4d5ca5467f2bfec34de7a399,1952,0x3a3a7cdfbbd0d889e44ce9f87515a2c989e51a49,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114147,11.0,11,1.91933025e+18,1627488151424,4,8,9,1,8,13,15
9965a9f8e32763663f4a984b906494a09031c122d76d38215283a1354d1d1687,1953,0xaf3a6a5088bfbfc43bff4efc46e3142092b49258,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114147,11.0,11,8.442313e+17,1627488151428,4,8,8,1,8,10,15
5ba6747bb233ea1aac710ad8c026218129eacf7bcb8b79bddcc41fb8049395e3,1954,0x79f01183e6e364098db23ba853aef9af30e13733,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114147,11.0,11,2.34723022e+18,1627488151434,4,3,8,1,9,5,15
4af9062d0175f798327502ac6c823b5160d15d6a78b594405c25ca035674da69,1955,0x535260c47e6b717f5454ab608e5e861a09cee648,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114147,11.0,11,6.0907626e+17,1627488151439,4,8,8,1,10,6,15
8ebf59f082295fa9195a3437273984d4768e521df3e09d45ddc18d726818444e,1956,0x557c2806b6cea65a66f415bb2ed1ce897b340745,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114147,11.0,11,2.420596622e+19,1627488151445,4,5,8,1,6,10,15
0aab196d419fa6792894094e84c4d85ef72dd0034688c51aac4e08da1ae1088d,1957,0x0edcc8702211f285ca090ef919b6eff6c2e92eb0,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114147,11.0,11,9.06810027e+18,1627488151450,4,0,8,1,8,11,15
c36d2dbae6b1a9f8cd48a809de98a930d1a9873444c3f077ae6f3120bd89baa9,1958,0xf5695ae85ab4f83a5f859c4c691ce7cef32b708b,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114147,11.0,11,2.571129079e+19,1627488151455,4,8,11,1,8,9,15
241c7153b632d04d26b5e24a264ef566568fc7863d122203cfe087ffd4101a43,1959,0x0ad0e71f211cc1387d2380622dc4f049972d2e2c,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114147,11.0,11,5.3624681e+17,1627488151461,4,8,12,1,10,5,15
8ee6e6719bc5a65e70e411d9657f543640ffb426db997a93706823d9de9a3592,1960,0x8107700f73d0342b7cbedefae7d2764e80cfd789,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114147,11.0,11,9.99744325e+18,1627488151466,4,8,9,1,10,14,15
6edada911e521cb8ecec2258afdcfb098fa8d59057153dc10d5280b5802c0f6d,1961,0xf2b3f8eb4e663da275b8c57fe45a0e8d489eac2e,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114147,11.0,11,1.23176137e+18,1627488151472,4,8,14,1,8,14,15
9d57cc7de7f1ea507b4a72680bce633163ad577c0a4897ccec93d49d59a18999,1962,0xd3d0dc7c009a66ee7569bd914ec999a853dd8761,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114148,11.0,11,6.51490311e+18,1627488151478,4,1,8,1,10,5,15
23d5e8e9e1e9dfc271a1e438ceef03a2711248048786e30e6da73e0e80c601fb,1963,0x576f13dded1f2ad6b9d55ee8a1b67815ee7c92d9,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114148,11.0,11,7.4486281e+18,1627488151483,4,8,9,1,7,7,15
d04c5a1bd88a01b725759cd14a6fc2c6c5fd1c1cbdbbd235a4ce1f57bba5ecc5,1964,0xd9c13364c95e5f8e35d4bd4830e974a0652f83d8,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114148,11.0,11,1.12303912e+18,1627488151489,4,8,8,1,8,11,15
8fd1b59ef2e6b06991bf1e714d5e5a5eff890e2d76d185fc00b807a89789b3e6,1965,0x39a7fe8e3263559be0a179edbae7dd2f61e3bc45,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114148,11.0,11,1.0147746e+17,1627488151494,4,5,8,1,10,13,15
820eba152e0a6c17ca9e3d19a4c351408d42ed75d9363a6098a6d69afa87863f,1966,0x9b348d2bdf75e886b346cc967d890e5ff93535b6,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114148,11.0,11,5.69912782e+18,1627488151499,4,6,8,1,8,13,15
