digest,txId,sender,recipient,timestamp,gasPrice,accountNonce,value,commitTime,Broadcast,Monoxide_d1,Monoxide_d2,LBF_d1,LBF_d2,Proposed_d1,Proposed_d2
8404c315aca75279860d45bb38d763c6bdc0eb1e319c97330bf1d1d4eb9b16f5,3411,0xe6a7a1d47ff21b6321162aea7c6cb457d5476bca,0x5646281e1f0f9f62f912ac1c953fc48333261a36,1627488114270,11.0,11,6.18100364879934e+17,1627488180009,7,6,10,0,11,9,9
d7979de190b62bc3ade756645d3554b8806e35a4b31c2c6ae941ccff508d7233,3412,0xe6a7a1d47ff21b6321162aea7c6cb457d5476bca,0xe7bd36a7cf4f1f8896378d41177bef637075a1ed,1627488114270,11.0,11,6.22478350004072e+17,1627488180013,7,10,13,0,7,0,9
39c35958cfcc69108c52b4cd01497c102ea1e8d600b7257edd43fd42ceefa23a,3413,0x8125d0e55e2449b41e78e9d708d68d82eefe7c54,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114270,11.0,11,2.48376663e+18,1627488180018,7,4,8,1,10,9,15
b8f64056711eba77c286cb2bc7b5285879fe219157c251f7f2224d9083129cde,3414,0x2b0685231d02d931e701331dde0540cfa438b3a8,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114270,11.0,11,3.80495711e+18,1627488180022,7,8,8,1,10,9,15
85c7bae235a04b92eab3844e306fdada214fbc842670d06066053b567e1959a0,3415,0xa338ba84d5d4734988a5ed5cabc55ed61371e198,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114270,11.0,11,5.04650534e+18,1627488180027,7,8,8,1,8,11,15
4c95cda3582b1de6c3f5f863f7de88fee249a14d1c06ac95687bddeb8571b2af,3416,0x2ef7f41472aaf58725acc818b72f482127511bd7,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114270,11.0,11,1.48207187e+18,1627488180031,7,7,8,1,10,9,15
13a34dcfdf2bb2fe91c639487315778433f22e9b6e99a85d3e88b691902420f4,3417,0x3b6c409e2adc909c20b59df21a7c48f44c259f24,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114270,11.0,11,1.56170266e+18,1627488180035,7,4,8,1,8,14,15
0df829e97307f3d05bb858ab5f8932686a528a562f36b16b1ec3698a3d2a7706,3418,0x6db7eb9cc3980b13aa65bf2abc1aacad356322e3,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114270,11.0,11,1.59220186e+18,1627488180039,7,3,8,1,9,9,15
a47be4ce62be458b52d63b6058c5eb058dcb54e26d8f7490af33e03da7204bbb,3419,0x1261a4ab33df25bdf1dc8922c51266a9b4be9179,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114271,11.0,11,1.15542971e+18,1627488180043,7,8,9,1,9,9,15
e3bcb89a422ca42220c8405f45eac5f0d1aa4ed5f4f051ebd219d7c0a7111632,3420,0x795daa7cd2c81b20de241ce0751981fac4930070,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114271,11.0,11,2.680604813e+19,1627488180047,7,0,8,1,8,9,15
bf385cbd9c0e2a1fcd6980d0d568f0db2eacf0b93d08dfe403d4701f2a34db44,3421,0x99eea495a82e66c97304a6b07fa8cb29eeb781a5,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114271,11.0,11,1.27672938e+18,1627488180052,7,5,8,1,10,14,15
938d17b12d0ad1fec50632ce0249d0bccdb4587b7a9b9204fbf0644aa12c43c1,3422,0x9ac4e9d48c027208905cf2a81f304664a5daef87,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114271,11.0,11,1.79857369e+18,1627488180056,7,7,8,1,8,9,15
b360be3fc84d3e2aaa9d50fccd5b2f2d03a12fdc893bf5c8fc0a8a16ffea993f,3423,0x2bcdf5ef3ba83578a36146bff9a3faef1caf038b,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114271,11.0,11,6.99531991e+18,1627488180061,7,8,11,1,8,9,15
464051502e6aee6fdcb84dfc92a92224e14c8caf1a943f5911803f064f4c9cb8,3424,0x6cbfe8df3e9c0412f2467fcb1366edad74615fe1,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114271,11.0,11,1.67665423e+18,1627488180065,7,1,8,1,10,5,15
b30b15f3714bf7761086e24076e65fa9445e4bc1cc02d2247db7e1a9d853da67,3425,0x7b1a43f1eb4970a4b5d36f604fef8083fa18189f,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114271,11.0,11,1.65483476e+18,1627488180069,7,8,15,1,9,10,15
4c5679206b1543dcc330a2a9925269d13b450719c44391915125e341465385c3,3426,0x8aeaaa4f505396d24b783ba68694b10b1a3f0bce,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114271,11.0,11,7.80055762e+18,1627488180073,7,8,14,1,8,5,15
159ca2892eb5668e9e142431da6dec23c793141ebadc41b2fd13a8101442b311,3427,0x58cafc9a3273821ec5691840abfc256952df94b8,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114271,11.0,11,6.11821683e+18,1627488180077,7,8,8,1,8,10,15
a63f03cd7f9e0be58e7e4a5a30f7bc856ebe7e42bef03b5bc3b3bb874d930095,3428,0xd71ee7c2bcc2aaf35e7e138129c41aa4fe1ed6b3,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114271,11.0,11,5.16261479e+18,1627488180082,7,3,8,1,7,11,15
79b5ce4fac44dd5b09614af45afcee26efb064baeea8f581ca8fb5a0a7e6ed34,3429,0xfa9f15f96e3244897308a95163a62861685e8917,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114271,11.0,11,2.54337726e+18,1627488180087,7,7,8,1,8,9,15
fb516872e46eb4007d625b50bf41a347827a3f78609eb640c14147697e9adbd9,3430,0xe6a7a1d47ff21b6321162aea7c6cb457d5476bca,0x5ce0b6862cce9162e87e0849e387cb5df4f9118c,1627488114271,11.0,11,6.57341780537076e+17,1627488180092,7,10,12,0,12,9,11
d896cc7986b8722a2e38446f8854b2b95341f0f6102a37513e91459d4c1d96c4,3431,0x8cd61617df89446d28c18deff636b7893302d333,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114271,11.0,11,7.6902567e+17,1627488180096,7,3,8,1,11,14,15
abb84af3f240e728def6826ffbd65cb9005900b1d77a1495cb97e515a076b010,3432,0x99045fb722afb9afdd35bef1c9adf1f3cf334f75,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114271,11.0,11,1.62169863e+18,1627488180100,7,5,8,1,6,8,15
391dd9dc304130b7ca5a00ccefa7c891d932859d3e68c7604ced28f64bf58536,3433,0x650a25f6435985515c7c147664ebdb1eb18b5cd7,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114271,11.0,11,2.029463902e+19,1627488180104,7,7,8,1,10,9,15
a71c51650522bb89e3f7f16d45ceee70c909d6f366af7a8a1ceb8305966eec03,3434,0x31367d855717992afa13e7ea29d33f9ca69fa17c,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114271,11.0,11,1.16222387e+18,1627488180108,7,8,12,1,10,11,15
9cc621013cd8c0091fb361063d06d543d54ba6dbcc686ebb8b696160dfb86876,3435,0xe6a7a1d47ff21b6321162aea7c6cb457d5476bca,0x7d1aac07c0b6be0dd879dd5db7328d5661db1b81,1627488114271,11.0,11,7.04518809568862e+17,1627488180112,7,1,10,0,1,1,9
cce732caa0e451763e034007281480db321ddc2fe2249d371638ee9a2c497e01,3436,0xe6a7a1d47ff21b6321162aea7c6cb457d5476bca,0x0182673de3787e3a77cb1f25fc8b1adedd686465,1627488114271,11.0,11,7.09174926009984e+17,1627488180117,7,5,10,0,11,9,13
3a9b46a64a7decea63f7362ce7772025747ee6cb882d6b2428501922a8ffd2c4,3437,0x72a41db062a814cfd57e46dfa825b08ff0cb82c3,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114271,11.0,11,2.24054667e+18,1627488180121,7,3,8,1,12,9,15
3aee7707bc5ce26ce8102a17fcf875c5ae05f297b8cde284f266e614e981ba98,3438,0xe6a7a1d47ff21b6321162aea7c6cb457d5476bca,0x448e4618632cef5803aadecaef7befc9afb31abf,1627488114271,11.0,11,7.22200605893047e+17,1627488180125,7,10,15,0,12,9,9
9256ef4f24c17fd0767205096aa55a02e379730ec32cfb5c9a2fa670570563cb,3440,0xbb6315ac5671a41b39d90a7194971b1b328feb62,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114272,11.0,11,2.63200697e+18,1627488180129,7,2,8,1,11,10,15
ac2f8d456a8bea13b22b127f6a64cca4339406ebe0f7615758565f0c948c6ac4,3441,0x96e9833e33f86db1c80254938c032408bbf92cd4,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114272,11.0,11,7.3205241e+17,1627488180133,7,4,8,1,12,9,15
d2b16ec3b1cea3fb3b75629b68dcf1e07b9c4f9696f0773af572a607365e4951,3442,0xd6463b514443dc308ca70d69dda2b13f494ef882,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114272,11.0,11,3.73781826e+18,1627488180137,7,2,8,1,12,11,15
a0b470e3cbdb5b83890d64eeab7a15d37c53e9aeada4d1d7e5d28c7754ae56c8,3444,0xe6a7a1d47ff21b6321162aea7c6cb457d5476bca,0x9b7280891dc19fd3a2e754cb9007203820650403,1627488114272,11.0,11,1.31753595303249e+18,1627488180141,7,3,10,0,7,9,10
b06db12f1cf50a8f1a4428916f70540d9a9a71f8cb1ee60551dae9c5ed875822,3445,0x6599c9c86f1635faaefe7a5540914811dad8d167,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114272,11.0,11,1.74032257e+18,1627488180146,7,7,8,1,7,10,15
4c1042ab0ed43adc17e21669c7f04a263f3565da7ef9de51cd81e7a7e32b6eaf,3446,0xb0bf4a71f730782368ef660fe6d298f432f95450,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114272,11.0,11,2.3999882296e+20,1627488180150,7,0,8,1,7,7,15
2c4b567e9c7a81305a28d907fe0950524aa2f1892ecc0637c3d77f698ff4fee5,3447,0x6588e8af5ca81c6bd63fb1c5b28003379e810466,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114272,11.0,11,5.80729175e+18,1627488180154,7,6,8,1,11,11,15
c83ad6076c9bbfc9cb94bf94f57515fe6a65d9ca0436f59f9d028ba5526d62eb,3448,0x702bd0d370bbf0b97b66fe95578c62697c583393,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114272,11.0,11,2.01163091e+18,1627488180159,7,3,8,1,8,11,15
131a811a76cc0dc6b3b393549b89d05805107503935ebc60ab57dfbbdeb8515e,3449,0xb921678790502f482511f89f834135dfe6becef8,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114272,11.0,11,5.7886761e+17,1627488180163,7,8,8,1,11,11,15
c160ab4180ad3c8667b185d807172e4a760838a3cdc101bc2e85562462ca9092,3450,0x61e20833179ba2eccc2065e5f733cc8cda7394c0,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114272,11.0,11,1.16196751e+18,1627488180167,7,0,8,1,6,7,15
2935a5d23bd9b52d112370dab66f9fcac307ad6ed9e52bc7b75f8e8cc1a89d86,3451,0xe8ef100d7ce0895832f2678df72d4acf8c28b8e3,0x9ffbdc745507be96fedba053b7dec24a7c54b1f3,1627488114272,11.0,11,1.0e+20,1627488180171,7,3,3,3,10,1,3
d5ec0632cf48408c4f01ba7c80145327a0fe7618721d04cfa0e5d72f528c7b52,3452,0xe6a7a1d47ff21b6321162aea7c6cb457d5476bca,0xfc8bc4ed86df73001ce6082f3db914d7c7a9a6cc,1627488114272,11.0,11,1.45965473647985e+18,1627488180175,7,10,12,0,6,9,11
5cdd2f8f994a3885bdf86f65f1047d37a9c08135f741403a39b7a2c1ad466727,3453,0xe6a7a1d47ff21b6321162aea7c6cb457d5476bca,0x77b8115f6c7a1a949b92a8c5ab5e3bce37693cf8,1627488114272,11.0,11,1.70736224589069e+18,1627488180179,7,8,10,0,10,9,14
196cdb97737f004fe558d5ceed9f5f172db427bbe95c537e4d0aad37777e9f87,3455,0xe6a7a1d47ff21b6321162aea7c6cb457d5476bca,0x111bc4e928a5ad3d615b86f248a5297bb7b8eb81,1627488114272,11.0,11,2.52996044652841e+18,1627488180185,7,1,10,0,10,8,9
7dcfd15598b102c4ab05de56541a9c07266eeefef68dc4d43065b46e38d4ce7a,3457,0xe6a7a1d47ff21b6321162aea7c6cb457d5476bca,0x5ada3743144f1235d8cef97daad6c123f20e7330,1627488114272,11.0,11,2.60041859958413e+18,1627488180189,7,0,10,0,9,6,9
dd64eed2baf5bc8069ee176bf5eb1ca32a95c2e66fc821190c16da5e8c6d3a8e,3459,0xe6a7a1d47ff21b6321162aea7c6cb457d5476bca,0xde209fd98dec789370402d891e7401d3947379e4,1627488114273,11.0,11,2.74478293424836e+18,1627488180193,7,4,10,0,9,9,10
8083106dadec6829567e9a5d716aa772f7b3b71ae415642de72ec9914451622a,3460,0xe6a7a1d47ff21b6321162aea7c6cb457d5476bca,0xc13dad778d7bce116bd97f744625d57f7124c38a,1627488114273,11.0,11,2.95912071925616e+18,1627488180197,7,10,10,0,9,0,9
da2cea82a6fdb748c3d988c11bfd3fe725e1ea5cc5ffff81feeb45c4b56da353,3462,0xe6a7a1d47ff21b6321162aea7c6cb457d5476bca,0xae2c0994a5863ddd5854254752bf2fa9ace23326,1627488114273,11.0,11,5.28237341246283e+18,1627488180202,7,6,10,0,10,9,11
6da04bb4fbeb66502b0889e0dc4a7179ddf7112c592fec1bd8690ae1ea0d3c77,3463,0xe6a7a1d47ff21b6321162aea7c6cb457d5476bca,0x8b687892c6cf88925ddd772718782a864e5353df,1627488114273,11.0,11,1.02836718233212e+19,1627488180206,7,10,15,0,7,9,11
b1401a81c97164492d4346c126209d1e51983f6d153bfab126adfa37d76c3119,3464,0xe6a7a1d47ff21b6321162aea7c6cb457d5476bca,0xde209fd98dec789370402d891e7401d3947379e4,1627488114273,11.0,11,2.74478293424836e+18,1627488180210,7,4,10,0,9,9,10
866c57767dd42e40dbf442604f4a6df809ffa30f00d896f28a34776b3aa57db9,3465,0xe6a7a1d47ff21b6321162aea7c6cb457d5476bca,0xc13dad778d7bce116bd97f744625d57f7124c38a,1627488114273,11.0,11,2.95912071925616e+18,1627488180215,7,10,10,0,9,0,9
4fc996c256c4b63e96a9631ddd728acfd6026521e6af4bf36fee347d7097e766,3467,0xe8ef100d7ce0895832f2678df72d4acf8c28b8e3,0x9ffbdc745507be96fedba053b7dec24a7c54b1f3,1627488114273,11.0,11,4.0e+20,1627488180219,7,3,3,3,10,1,3
27b6301d9a98469ecd01fa1f3a1c3bb9a0910535ace0dac5bc0419cf8270e046,3469,0xe6a7a1d47ff21b6321162aea7c6cb457d5476bca,0xae2c0994a5863ddd5854254752bf2fa9ace23326,1627488114273,11.0,11,5.28237341246283e+18,1627488180223,7,6,10,0,10,9,11
52764c513a833b06516e09a991c8110145c8d8f3d0136ebfa7e757add06066e3,3470,0xe6a7a1d47ff21b6321162aea7c6cb457d5476bca,0x8b687892c6cf88925ddd772718782a864e5353df,1627488114273,11.0,11,1.02836718233212e+19,1627488180227,7,10,15,0,7,9,11
d2dffc17c382a102be2bb8d5bcbe0c83abbf1e2cd8b77a1c57aa3a6165369b1b,3475,0xfc8bc4ed86df73001ce6082f3db914d7c7a9a6cc,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114273,11.0,11,1.45848858e+18,1627488180232,7,8,12,1,6,11,15
b22085dea49098db8f9a016da3c30abe660361629175894fdf243dfa55421e2a,3476,0x9b7280891dc19fd3a2e754cb9007203820650403,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114274,11.0,11,1.3163698e+18,1627488180236,7,3,8,1,7,10,15
087006f2b64c4f962b41407d4c29c9569c3b9f8ee46e623df975078311400d69,3478,0xae2c0994a5863ddd5854254752bf2fa9ace23326,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114274,11.0,11,1.056358067e+19,1627488180240,7,6,8,1,10,11,15
ea3c8f762b7603dc26874912864c87db3b5c5091139f53aa01eeb80e9097d41b,3479,0x8b687892c6cf88925ddd772718782a864e5353df,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114274,11.0,11,2.056617749e+19,1627488180245,7,8,15,1,7,11,15
977ccb4e9063ffab062e3726a59e511ddf6cf8553052f0c93eb645ca2bfe77e8,3482,0xf5cffbba624e7eb321bc83c60ca68199b4e36671,0xddbd1c9cf2ed2cc0f724335d6f166f993b636239,1627488114274,11.0,11,6.96793204890773e+16,1627488180249,7,1,9,11,12,0,0
0ecaf1dcc475d833b840052872e5be419bc9bbc91aae47f5ca4137c19038488e,3483,0xe6a7a1d47ff21b6321162aea7c6cb457d5476bca,0x5ada3743144f1235d8cef97daad6c123f20e7330,1627488114274,11.0,11,2.60041859958413e+18,1627488180254,7,0,10,0,9,6,9
405767f401ea00327ead39c269c1f6f6506486e5c00e1e73dc4c6c0804474749,3485,0xe8ef100d7ce0895832f2678df72d4acf8c28b8e3,0x9ffbdc745507be96fedba053b7dec24a7c54b1f3,1627488114274,11.0,11,0.0,1627488180258,7,3,3,3,10,1,3
d7bc2bf141db8d499587b5b01ff2ae1d558e35051765a6d0fc0cff4d817de467,3489,0x1dcb8d1f0fcc8cbc8c2d76528e877f915e299fbe,0x7c5080988c6d91d090c23d54740f856c69450b29,1627488114274,11.0,11,2.091519e+16,1627488180262,7,9,14,2,2,12,12
f5ba97a534e8bd23c1906ce78b8d7a0d21b1cd27cac005cf303d29fd08b9f9e7,3491,0xe8ef100d7ce0895832f2678df72d4acf8c28b8e3,0x9ffbdc745507be96fedba053b7dec24a7c54b1f3,1627488114275,11.0,11,3.035e+16,1627488180266,7,3,3,3,10,1,3
edeaf40a3b2bb5f19c82a9950d3f6ab42869f19982bb54a6512232c7e31dc153,3493,0x1c10a5aabc2555ee3027d5758c4b7b462605f972,0x1c10a5aabc2555ee3027d5758c4b7b462605f972,1627488114275,11.0,11,8.2692775946247e+15,1627488180270,7,2,2,3,3,12,12
cb4e51b2fe92eb1ef380286939c2fbca541c41e0a4a5bd96143a296f39544bf0,3495,0x1dcb8d1f0fcc8cbc8c2d76528e877f915e299fbe,0x52f791ee5e11186fc120eab36dd80277f6a630bb,1627488114275,11.0,11,2.6757901e+17,1627488180275,7,11,14,2,9,6,7
a29ea10936e381e0a6ff9de9fced48ac6da160f682b68f39db586d92b65f026c,3496,0xd3a57c79fde37ed4ed9991638f3c0a59413a3c0f,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114275,11.0,11,1.01456275e+18,1627488180279,7,8,15,1,7,7,15
610c4564a36c7f1dabacec53d8316861a88af8a4f936401f4575ecb4986a0ade,3497,0x0c134bfee2096f8686466e5ee14f122d5ebe4c80,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114275,11.0,11,3.10333884e+18,1627488180283,7,0,8,1,12,7,15
acf0bcd59f381caaead8a2e295f8393626a2f6df61576eebb3b2d751b45e2284,3498,0x1dcb8d1f0fcc8cbc8c2d76528e877f915e299fbe,0x7c5080988c6d91d090c23d54740f856c69450b29,1627488114275,11.0,11,4.358238e+16,1627488180288,7,9,14,2,2,12,12
91053f81a20c0d6ef5e57f68fbf1376020671c02b729637ff87b0d862e12cd8d,3501,0x32be343b94f860124dc4fee278fdcbd38c102d88,0x87705f99aa408d9a66bcf8c8072c561d5d752cde,1627488114275,11.0,11,1.0009e+20,1627488180293,8,8,14,1,6,2,15
220627e591ee27952daf11ef569d9293551fe75e1597f4579c15f077b9520395,3503,0x1dcb8d1f0fcc8cbc8c2d76528e877f915e299fbe,0x7c5080988c6d91d090c23d54740f856c69450b29,1627488114275,11.0,11,1.621632e+16,1627488180297,8,9,14,2,2,0,0
c77eca377495316077bd842f290b5b660fd0216af18fa15392834e65abb9a29f,3506,0xcf684dfb8304729355b58315e8019b1aa2ad1bac,0xfaa3560fe174fdbb8e03c31f02f54d0f6124fec1,1627488114276,11.0,11,0.0,1627488180301,8,1,12,1,7,1,3
85ffceb47cae48e005672e60fab15f16600e25532ad1b7d827c1975fb3fdacb9,3507,0x7c5080988c6d91d090c23d54740f856c69450b29,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114276,11.0,11,1.0508147e+17,1627488180305,8,8,9,1,2,0,0
ef9ae05631120b66ba8ade12e2fc0dc8a53e7a8bceedd51b6e88cee54eaf0211,3509,0x1dcb8d1f0fcc8cbc8c2d76528e877f915e299fbe,0x7c5080988c6d91d090c23d54740f856c69450b29,1627488114276,11.0,11,1.568268e+16,1627488180309,8,9,14,2,2,0,0
2e6069bdaf67929d2c992c0b6cc3dd16e46021bf591d5e8eb129ff82141714d8,3512,0xc65e24227e40a6a0be5c5cf1f0f120c2310e9f7a,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114276,11.0,11,5.0159772e+18,1627488180314,8,8,10,1,9,7,15
8234e04d05f5b39714988b45456b49bcba6c75c8e29b1f1f127c27a116698c37,3514,0x1dcb8d1f0fcc8cbc8c2d76528e877f915e299fbe,0x7c5080988c6d91d090c23d54740f856c69450b29,1627488114276,11.0,11,1.632498e+16,1627488180318,8,9,14,2,2,0,0
90b39500df1206836b0b55ebd5052cb2ea6371c259d03b87b9c61557a5901ac9,3517,0x32be343b94f860124dc4fee278fdcbd38c102d88,0x0f5bc06de4c9c7040ffcb151bc4d3494c5a5cbf3,1627488114276,11.0,11,1.0009e+20,1627488180323,8,3,8,1,6,2,15
c4e8e879e809072f1c31a5c21072cb8748f61f93bd346f5648fd9a9a83a6e77c,3518,0x1dcb8d1f0fcc8cbc8c2d76528e877f915e299fbe,0x7c5080988c6d91d090c23d54740f856c69450b29,1627488114276,11.0,11,1.689495e+16,1627488180327,8,9,14,2,2,0,0
2f78ada5a528dc24e26f0064412b5151550e7fd980a78c30fa28486bd16d98cc,3520,0x1dcb8d1f0fcc8cbc8c2d76528e877f915e299fbe,0x7c5080988c6d91d090c23d54740f856c69450b29,1627488114276,11.0,11,1.216489e+16,1627488180331,8,9,14,2,2,0,0
21dd7107f2ad8c604524a3739297c444d56fd84befcb42fa08e3e35760a616e7,3525,0x5d56361e68bb9d6441c91d0ef4fd20bb9055f9c4,0x07dd70022ccc35ceb4e94c298f2c3379a910beb6,1627488114276,11.0,11,1.03215148850504e+20,1627488180336,8,4,6,6,11,6,6
6b7f98da46f085293bb88563e17157715710e647770188021249d4429c69df63,3527,0x5d56361e68bb9d6441c91d0ef4fd20bb9055f9c4,0x281dc96ac9d41102ffef09e1410ba4b58e6bb072,1627488114277,11.0,11,1.82044380324419e+19,1627488180340,8,2,4,11,11,6,6
87ae32f1d300702a0e65127880a31ceefd16753c83ff623d5a8f92a2a32d1480,3528,0x7c5080988c6d91d090c23d54740f856c69450b29,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114277,11.0,11,5.982914e+16,1627488180344,8,8,9,1,2,0,0
752a57f6f3ef1aa569e5903eeb6de4ae5b31aef1170d9835e0094fc65c85b24d,3530,0x1dcb8d1f0fcc8cbc8c2d76528e877f915e299fbe,0x7c5080988c6d91d090c23d54740f856c69450b29,1627488114277,11.0,11,1.713007e+16,1627488180348,8,9,14,2,2,0,0
9d9c200a19fb1b9515b0000544ff670038bafde937c07055ed5b3e9a19216102,3532,0x1dcb8d1f0fcc8cbc8c2d76528e877f915e299fbe,0x7c5080988c6d91d090c23d54740f856c69450b29,1627488114277,11.0,11,1.641231e+16,1627488180353,8,9,14,2,2,0,0
30675e0f72b4bf08ddfcf8272a025ded4e25fcffa8a69813190d7963da1367f8,3535,0x281dc96ac9d41102ffef09e1410ba4b58e6bb072,0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,1627488114277,11.0,11,1.820338804e+19,1627488180357,8,2,8,2,11,6,8
15b40121c61dcf6a625af28c8547b7d4a64314528722f92d5e0ed2674db388e8,3537,0xb4c8a15086d7c2e2aa5506ff51e34e3e23d053a7,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114277,11.0,11,2.518413686e+19,1627488180361,8,7,8,1,8,13,15
74cd17db74c7668569b385b3ac5da85235574598e7705eba892e4b03305565a9,3538,0xa70a9a7040d542c632d8e0be7c5513a8a5bbc752,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114277,11.0,11,5.00007656e+18,1627488180365,8,2,8,1,5,0,0
2cc185123ef8213b565ddb1618b7212641c1b3e456b40b176609bb3bc0afb787,3539,0xa38b677302b088532c33d7ab6f9115b419753d02,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114277,11.0,11,1.005160292e+19,1627488180370,8,2,8,1,9,7,15
74586da6d8d782c88a18e50ed726ec9a8d39aac065b0d06213e913814e454a0a,3540,0x07dd70022ccc35ceb4e94c298f2c3379a910beb6,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114277,11.0,11,1.0321399272e+20,1627488180374,8,6,8,1,6,6,15
4910f6ceaf8c77ec817c7e4346dfb9255bc4614a81e12e0cad441450957190a5,3541,0x790b8a3ce86e707ed0ed32bf89b3269692a23cc1,0x4d67f4f0db45b3b5a3424b39ed8d972f710381d5,1627488114277,11.0,11,4.99e+19,1627488180378,8,1,5,5,5,9,9
c71b8c33811103c2aa7c9967696b125dc8babd5bc472bc726bbf2ea62dd11f74,3542,0xaa656e51565979f6893797a72fcd06716a15eab8,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114277,11.0,11,9.9997288e+17,1627488180382,8,8,8,1,2,7,15
1160dc6f3267900f269b0af7609e435a538ee908369d804317d19c41d0b69b3e,3543,0x9b994ded9d0572099197a3f071406f7a1cdb98d9,0xc47aaa860008be6f65b58c6c6e02a84e666efe31,1627488114277,11.0,11,1.33713108999999e+18,1627488180387,8,1,9,2,9,6,9
9cb998543f6f1b78191b283e46727c476327687a717e238539f604ea81de3904,3544,0xd4d979b6c0c797d4d5dc80baaa0972dc413bd533,0xc47aaa860008be6f65b58c6c6e02a84e666efe31,1627488114277,11.0,11,2.06742108999999e+18,1627488180391,8,1,3,2,3,3,6
74cc2676b835a9a486b99c020e19312a0444c2ced9cc31379b683d9a47c56bec,3545,0x04719524a3f646f9cf42a0480013944813c1c31b,0xc47aaa860008be6f65b58c6c6e02a84e666efe31,1627488114277,11.0,11,2.79644952999999e+18,1627488180395,8,1,11,2,6,6,6
d25e62e344558233018ef03c494bedb3466c9c100f0313020aa230df154e7e8e,3546,0xb63d2859e69c112231864d6d97fdb84638ee37ba,0xc47aaa860008be6f65b58c6c6e02a84e666efe31,1627488114277,11.0,11,3.3378911e+17,1627488180400,8,1,10,2,6,6,6
f4049132ce338d2fea81f42dc968f5930a91564e786efdd0837012e5d612171e,3547,0x126616e4216387fdcb86b3bf66c691ae9b077e9a,0xc47aaa860008be6f65b58c6c6e02a84e666efe31,1627488114277,11.0,11,1.894488421e+19,1627488180404,8,1,10,2,6,6,6
b21e98d5b5dd7949261d8cb1bb9e0c9c0a7b2c2a630cfe80349b6589a659cf93,3548,0x1dcb8d1f0fcc8cbc8c2d76528e877f915e299fbe,0x7c5080988c6d91d090c23d54740f856c69450b29,1627488114277,11.0,11,4.260653e+16,1627488180408,8,9,14,2,2,0,0
49336a4e1849f3963d8040e6f526c281909cf9bc832f2303ea00eb41c26ef47d,3551,0xf8b483dba2c3b7176a3da549ad41a48bb3121069,0x46da3779054c0b80255f2afe3cc536bcff7426cf,1627488114277,11.0,11,1.0814125e+18,1627488180413,8,9,15,6,6,6,13
a78cd9c16469caa5fc196be6613642f8f8f361c49ad0967fd6e5414fc6501a48,3552,0x4d67f4f0db45b3b5a3424b39ed8d972f710381d5,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488114278,11.0,11,4.989886153e+19,1627488180417,8,5,8,1,5,0,0
